[1] 299m:59s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  92,805,012 msg/sec
                  TicketSpinlock: 0.000000206 sec/round-trip
   moodycamel::ReaderWriterQueue: 0.000000094 sec/round-trip
     moodycamel::ConcurrentQueue: 0.000000131 sec/round-trip
                pthread_spinlock: 0.000000213 sec/round-trip
                      std::mutex: 0.000000600 sec/round-trip
                 tbb::spin_mutex: 0.000000200 sec/round-trip
   tbb::concurrent_bounded_queue: 0.000000192 sec/round-trip
     xenium::michael_scott_queue: 0.000000287 sec/round-trip
         xenium::ramalhete_queue: 0.000000145 sec/round-trip
    xenium::vyukov_bounded_queue: 0.000000130 sec/round-trip
                     AtomicQueue: 0.000000093 sec/round-trip
                    AtomicQueueB: 0.000000096 sec/round-trip
             OptimistAtomicQueue: 0.000000071 sec/round-trip
            OptimistAtomicQueueB: 0.000000074 sec/round-trip
                    AtomicQueue2: 0.000000099 sec/round-trip
                   AtomicQueueB2: 0.000000100 sec/round-trip
            OptimistAtomicQueue2: 0.000000082 sec/round-trip
           OptimistAtomicQueueB2: 0.000000080 sec/round-trip

[63] 189m:17s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  91,901,966 msg/sec
     boost::lockfree::spsc_queue, 1,i:  83,716,195 msg/sec
          boost::lockfree::queue, 1,s:   9,349,864 msg/sec
          boost::lockfree::queue, 1,i:   9,355,233 msg/sec
          boost::lockfree::queue, 2,s:   3,365,125 msg/sec
          boost::lockfree::queue, 2,i:   3,387,617 msg/sec
          boost::lockfree::queue, 3,s:   2,964,240 msg/sec
          boost::lockfree::queue, 3,i:   3,000,640 msg/sec
          boost::lockfree::queue, 4,s:   2,292,362 msg/sec
          boost::lockfree::queue, 4,i:   2,316,103 msg/sec
          boost::lockfree::queue, 5,s:   1,937,648 msg/sec
          boost::lockfree::queue, 5,i:   1,820,963 msg/sec
          boost::lockfree::queue, 6,s:   1,317,481 msg/sec
          boost::lockfree::queue, 6,i:   1,417,609 msg/sec
          boost::lockfree::queue, 7,s:   1,100,784 msg/sec
          boost::lockfree::queue, 7,i:   1,439,668 msg/sec
          boost::lockfree::queue, 8,s:     904,300 msg/sec
          boost::lockfree::queue, 8,i:   1,054,123 msg/sec
                  TicketSpinlock, 1,s:   7,967,457 msg/sec
                  TicketSpinlock, 1,i:   7,989,842 msg/sec
                  TicketSpinlock, 2,s:   3,225,054 msg/sec
                  TicketSpinlock, 2,i:   3,273,846 msg/sec
                  TicketSpinlock, 3,s:   2,676,306 msg/sec
                  TicketSpinlock, 3,i:   2,644,966 msg/sec
                  TicketSpinlock, 4,s:   2,182,035 msg/sec
                  TicketSpinlock, 4,i:   2,224,584 msg/sec
                  TicketSpinlock, 5,s:   1,848,761 msg/sec
                  TicketSpinlock, 5,i:   1,870,511 msg/sec
                  TicketSpinlock, 6,s:   1,632,498 msg/sec
                  TicketSpinlock, 6,i:   1,649,570 msg/sec
                  TicketSpinlock, 7,s:   1,412,364 msg/sec
                  TicketSpinlock, 7,i:   1,419,953 msg/sec
                  TicketSpinlock, 8,s:   1,258,005 msg/sec
                  TicketSpinlock, 8,i:   1,266,618 msg/sec
   moodycamel::ReaderWriterQueue, 1,s: 295,046,174 msg/sec
   moodycamel::ReaderWriterQueue, 1,i: 306,880,255 msg/sec
     moodycamel::ConcurrentQueue, 1,s:  15,519,766 msg/sec
     moodycamel::ConcurrentQueue, 1,i:  15,565,578 msg/sec
     moodycamel::ConcurrentQueue, 2,s:   7,770,152 msg/sec
     moodycamel::ConcurrentQueue, 2,i:   8,953,983 msg/sec
     moodycamel::ConcurrentQueue, 3,s:   7,539,456 msg/sec
     moodycamel::ConcurrentQueue, 3,i:   8,777,521 msg/sec
     moodycamel::ConcurrentQueue, 4,s:   7,211,801 msg/sec
     moodycamel::ConcurrentQueue, 4,i:   9,247,490 msg/sec
     moodycamel::ConcurrentQueue, 5,s:   7,892,821 msg/sec
     moodycamel::ConcurrentQueue, 5,i:   9,525,712 msg/sec
     moodycamel::ConcurrentQueue, 6,s:   7,552,522 msg/sec
     moodycamel::ConcurrentQueue, 6,i:   9,565,101 msg/sec
     moodycamel::ConcurrentQueue, 7,s:   8,079,146 msg/sec
     moodycamel::ConcurrentQueue, 7,i:   9,662,279 msg/sec
     moodycamel::ConcurrentQueue, 8,s:  15,917,539 msg/sec
     moodycamel::ConcurrentQueue, 8,i:   9,626,399 msg/sec
                pthread_spinlock, 1,s:  18,658,429 msg/sec
                pthread_spinlock, 1,i:  18,732,372 msg/sec
                pthread_spinlock, 2,s:   5,490,033 msg/sec
                pthread_spinlock, 2,i:   5,832,996 msg/sec
                pthread_spinlock, 3,s:   4,784,386 msg/sec
                pthread_spinlock, 3,i:   4,468,676 msg/sec
                pthread_spinlock, 4,s:   4,047,755 msg/sec
                pthread_spinlock, 4,i:   3,574,810 msg/sec
                pthread_spinlock, 5,s:   2,377,193 msg/sec
                pthread_spinlock, 5,i:   3,181,517 msg/sec
                pthread_spinlock, 6,s:   1,599,206 msg/sec
                pthread_spinlock, 6,i:   2,659,270 msg/sec
                pthread_spinlock, 7,s:   1,744,209 msg/sec
                pthread_spinlock, 7,i:   2,815,824 msg/sec
                pthread_spinlock, 8,s:   1,159,973 msg/sec
                pthread_spinlock, 8,i:   2,442,676 msg/sec
                      std::mutex, 1,s:   7,410,716 msg/sec
                      std::mutex, 1,i:   7,391,989 msg/sec
                      std::mutex, 2,s:   4,787,903 msg/sec
                      std::mutex, 2,i:   4,437,309 msg/sec
                      std::mutex, 3,s:   2,420,268 msg/sec
                      std::mutex, 3,i:   2,433,638 msg/sec
                      std::mutex, 4,s:   2,267,692 msg/sec
                      std::mutex, 4,i:   2,226,941 msg/sec
                      std::mutex, 5,s:   2,170,928 msg/sec
                      std::mutex, 5,i:   2,181,493 msg/sec
                      std::mutex, 6,s:   2,057,769 msg/sec
                      std::mutex, 6,i:   2,076,298 msg/sec
                      std::mutex, 7,s:   1,964,694 msg/sec
                      std::mutex, 7,i:   1,991,159 msg/sec
                      std::mutex, 8,s:   1,925,558 msg/sec
                      std::mutex, 8,i:   1,896,896 msg/sec
                 tbb::spin_mutex, 1,s:  40,633,030 msg/sec
                 tbb::spin_mutex, 1,i:  41,871,032 msg/sec
                 tbb::spin_mutex, 2,s:  10,079,100 msg/sec
                 tbb::spin_mutex, 2,i:   9,226,770 msg/sec
                 tbb::spin_mutex, 3,s:   5,840,593 msg/sec
                 tbb::spin_mutex, 3,i:   5,457,130 msg/sec
                 tbb::spin_mutex, 4,s:   3,985,000 msg/sec
                 tbb::spin_mutex, 4,i:   3,760,896 msg/sec
                 tbb::spin_mutex, 5,s:   3,093,690 msg/sec
                 tbb::spin_mutex, 5,i:   3,007,956 msg/sec
                 tbb::spin_mutex, 6,s:   2,479,941 msg/sec
                 tbb::spin_mutex, 6,i:   2,497,822 msg/sec
                 tbb::spin_mutex, 7,s:   1,979,472 msg/sec
                 tbb::spin_mutex, 7,i:   2,056,274 msg/sec
                 tbb::spin_mutex, 8,s:   1,586,187 msg/sec
                 tbb::spin_mutex, 8,i:   1,774,186 msg/sec
   tbb::concurrent_bounded_queue, 1,s:  13,229,217 msg/sec
   tbb::concurrent_bounded_queue, 1,i:  13,176,668 msg/sec
   tbb::concurrent_bounded_queue, 2,s:   6,072,235 msg/sec
   tbb::concurrent_bounded_queue, 2,i:   6,554,719 msg/sec
   tbb::concurrent_bounded_queue, 3,s:   4,791,423 msg/sec
   tbb::concurrent_bounded_queue, 3,i:   4,518,642 msg/sec
   tbb::concurrent_bounded_queue, 4,s:   4,004,331 msg/sec
   tbb::concurrent_bounded_queue, 4,i:   3,440,577 msg/sec
   tbb::concurrent_bounded_queue, 5,s:   3,476,578 msg/sec
   tbb::concurrent_bounded_queue, 5,i:   2,862,912 msg/sec
   tbb::concurrent_bounded_queue, 6,s:   2,862,308 msg/sec
   tbb::concurrent_bounded_queue, 6,i:   2,370,193 msg/sec
   tbb::concurrent_bounded_queue, 7,s:   2,482,340 msg/sec
   tbb::concurrent_bounded_queue, 7,i:   2,040,813 msg/sec
   tbb::concurrent_bounded_queue, 8,s:   2,109,089 msg/sec
   tbb::concurrent_bounded_queue, 8,i:   1,776,068 msg/sec
     xenium::michael_scott_queue, 1,s:  10,062,524 msg/sec
     xenium::michael_scott_queue, 1,i:   9,782,080 msg/sec
     xenium::michael_scott_queue, 2,s:   6,484,387 msg/sec
     xenium::michael_scott_queue, 2,i:   4,987,549 msg/sec
     xenium::michael_scott_queue, 3,s:   4,086,974 msg/sec
     xenium::michael_scott_queue, 3,i:   3,605,877 msg/sec
     xenium::michael_scott_queue, 4,s:   3,301,413 msg/sec
     xenium::michael_scott_queue, 4,i:   2,802,322 msg/sec
     xenium::michael_scott_queue, 5,s:   2,633,622 msg/sec
     xenium::michael_scott_queue, 5,i:   2,344,817 msg/sec
     xenium::michael_scott_queue, 6,s:   2,242,261 msg/sec
     xenium::michael_scott_queue, 6,i:   1,911,543 msg/sec
     xenium::michael_scott_queue, 7,s:   1,918,187 msg/sec
     xenium::michael_scott_queue, 7,i:   1,631,295 msg/sec
     xenium::michael_scott_queue, 8,s:   1,663,256 msg/sec
     xenium::michael_scott_queue, 8,i:   1,419,988 msg/sec
         xenium::ramalhete_queue, 1,s:  19,938,867 msg/sec
         xenium::ramalhete_queue, 1,i:  20,052,360 msg/sec
         xenium::ramalhete_queue, 2,s:  24,352,764 msg/sec
         xenium::ramalhete_queue, 2,i:  16,661,523 msg/sec
         xenium::ramalhete_queue, 3,s:  25,344,045 msg/sec
         xenium::ramalhete_queue, 3,i:  16,460,016 msg/sec
         xenium::ramalhete_queue, 4,s:  18,934,237 msg/sec
         xenium::ramalhete_queue, 4,i:  17,910,535 msg/sec
         xenium::ramalhete_queue, 5,s:  18,189,490 msg/sec
         xenium::ramalhete_queue, 5,i:  18,787,739 msg/sec
         xenium::ramalhete_queue, 6,s:  18,274,961 msg/sec
         xenium::ramalhete_queue, 6,i:  18,930,003 msg/sec
         xenium::ramalhete_queue, 7,s:  17,549,895 msg/sec
         xenium::ramalhete_queue, 7,i:  18,374,842 msg/sec
         xenium::ramalhete_queue, 8,s:  17,195,041 msg/sec
         xenium::ramalhete_queue, 8,i:  17,866,133 msg/sec
    xenium::vyukov_bounded_queue, 1,s:  52,748,068 msg/sec
    xenium::vyukov_bounded_queue, 1,i:  54,950,912 msg/sec
    xenium::vyukov_bounded_queue, 2,s:  22,323,750 msg/sec
    xenium::vyukov_bounded_queue, 2,i:  10,111,937 msg/sec
    xenium::vyukov_bounded_queue, 3,s:   9,206,442 msg/sec
    xenium::vyukov_bounded_queue, 3,i:   7,412,611 msg/sec
    xenium::vyukov_bounded_queue, 4,s:   8,567,820 msg/sec
    xenium::vyukov_bounded_queue, 4,i:   6,243,295 msg/sec
    xenium::vyukov_bounded_queue, 5,s:   6,862,754 msg/sec
    xenium::vyukov_bounded_queue, 5,i:   5,736,255 msg/sec
    xenium::vyukov_bounded_queue, 6,s:   5,655,796 msg/sec
    xenium::vyukov_bounded_queue, 6,i:   4,800,986 msg/sec
    xenium::vyukov_bounded_queue, 7,s:   4,884,469 msg/sec
    xenium::vyukov_bounded_queue, 7,i:   4,285,781 msg/sec
    xenium::vyukov_bounded_queue, 8,s:   4,188,684 msg/sec
    xenium::vyukov_bounded_queue, 8,i:   3,790,209 msg/sec
                     AtomicQueue, 1,s:  57,676,712 msg/sec
                     AtomicQueue, 1,i:  58,138,520 msg/sec
                     AtomicQueue, 2,s:   7,706,771 msg/sec
                     AtomicQueue, 2,i:   6,044,509 msg/sec
                     AtomicQueue, 3,s:   5,381,174 msg/sec
                     AtomicQueue, 3,i:   4,406,214 msg/sec
                     AtomicQueue, 4,s:   4,302,928 msg/sec
                     AtomicQueue, 4,i:   3,368,239 msg/sec
                     AtomicQueue, 5,s:   3,510,812 msg/sec
                     AtomicQueue, 5,i:   2,809,382 msg/sec
                     AtomicQueue, 6,s:   2,962,709 msg/sec
                     AtomicQueue, 6,i:   2,384,162 msg/sec
                     AtomicQueue, 7,s:   2,530,469 msg/sec
                     AtomicQueue, 7,i:   2,075,382 msg/sec
                     AtomicQueue, 8,s:   2,226,335 msg/sec
                     AtomicQueue, 8,i:   1,809,112 msg/sec
                    AtomicQueueB, 1,s:  41,046,724 msg/sec
                    AtomicQueueB, 1,i:  41,124,136 msg/sec
                    AtomicQueueB, 2,s:   7,432,044 msg/sec
                    AtomicQueueB, 2,i:   6,025,727 msg/sec
                    AtomicQueueB, 3,s:   5,335,438 msg/sec
                    AtomicQueueB, 3,i:   4,350,144 msg/sec
                    AtomicQueueB, 4,s:   4,324,089 msg/sec
                    AtomicQueueB, 4,i:   3,412,567 msg/sec
                    AtomicQueueB, 5,s:   3,480,017 msg/sec
                    AtomicQueueB, 5,i:   2,809,928 msg/sec
                    AtomicQueueB, 6,s:   2,987,598 msg/sec
                    AtomicQueueB, 6,i:   2,406,041 msg/sec
                    AtomicQueueB, 7,s:   2,500,495 msg/sec
                    AtomicQueueB, 7,i:   2,085,246 msg/sec
                    AtomicQueueB, 8,s:   2,219,259 msg/sec
                    AtomicQueueB, 8,i:   1,817,992 msg/sec
             OptimistAtomicQueue, 1,s: 486,078,705 msg/sec
             OptimistAtomicQueue, 1,i: 493,554,182 msg/sec
             OptimistAtomicQueue, 2,s:  43,574,579 msg/sec
             OptimistAtomicQueue, 2,i:  28,341,136 msg/sec
             OptimistAtomicQueue, 3,s:  31,700,592 msg/sec
             OptimistAtomicQueue, 3,i:  26,190,188 msg/sec
             OptimistAtomicQueue, 4,s:  34,562,777 msg/sec
             OptimistAtomicQueue, 4,i:  26,795,585 msg/sec
             OptimistAtomicQueue, 5,s:  31,394,749 msg/sec
             OptimistAtomicQueue, 5,i:  26,102,232 msg/sec
             OptimistAtomicQueue, 6,s:  32,157,293 msg/sec
             OptimistAtomicQueue, 6,i:  25,057,193 msg/sec
             OptimistAtomicQueue, 7,s:  29,210,628 msg/sec
             OptimistAtomicQueue, 7,i:  24,272,821 msg/sec
             OptimistAtomicQueue, 8,s:  30,394,139 msg/sec
             OptimistAtomicQueue, 8,i:  23,211,733 msg/sec
            OptimistAtomicQueueB, 1,s: 180,517,145 msg/sec
            OptimistAtomicQueueB, 1,i: 187,383,119 msg/sec
            OptimistAtomicQueueB, 2,s:  41,855,925 msg/sec
            OptimistAtomicQueueB, 2,i:  25,743,391 msg/sec
            OptimistAtomicQueueB, 3,s:  32,001,114 msg/sec
            OptimistAtomicQueueB, 3,i:  26,683,076 msg/sec
            OptimistAtomicQueueB, 4,s:  34,232,015 msg/sec
            OptimistAtomicQueueB, 4,i:  26,406,349 msg/sec
            OptimistAtomicQueueB, 5,s:  31,453,266 msg/sec
            OptimistAtomicQueueB, 5,i:  25,743,511 msg/sec
            OptimistAtomicQueueB, 6,s:  32,289,516 msg/sec
            OptimistAtomicQueueB, 6,i:  25,048,970 msg/sec
            OptimistAtomicQueueB, 7,s:  30,170,523 msg/sec
            OptimistAtomicQueueB, 7,i:  23,937,600 msg/sec
            OptimistAtomicQueueB, 8,s:  30,423,081 msg/sec
            OptimistAtomicQueueB, 8,i:  23,152,146 msg/sec
                    AtomicQueue2, 1,s:  52,309,189 msg/sec
                    AtomicQueue2, 1,i:  53,352,853 msg/sec
                    AtomicQueue2, 2,s:   6,912,548 msg/sec
                    AtomicQueue2, 2,i:   6,033,018 msg/sec
                    AtomicQueue2, 3,s:   5,179,382 msg/sec
                    AtomicQueue2, 3,i:   4,337,659 msg/sec
                    AtomicQueue2, 4,s:   4,236,633 msg/sec
                    AtomicQueue2, 4,i:   3,366,190 msg/sec
                    AtomicQueue2, 5,s:   3,387,432 msg/sec
                    AtomicQueue2, 5,i:   2,798,369 msg/sec
                    AtomicQueue2, 6,s:   2,929,224 msg/sec
                    AtomicQueue2, 6,i:   2,375,653 msg/sec
                    AtomicQueue2, 7,s:   2,467,279 msg/sec
                    AtomicQueue2, 7,i:   2,073,443 msg/sec
                    AtomicQueue2, 8,s:   2,174,738 msg/sec
                    AtomicQueue2, 8,i:   1,810,989 msg/sec
                   AtomicQueueB2, 1,s:  40,894,342 msg/sec
                   AtomicQueueB2, 1,i:  40,965,474 msg/sec
                   AtomicQueueB2, 2,s:   7,359,978 msg/sec
                   AtomicQueueB2, 2,i:   6,028,723 msg/sec
                   AtomicQueueB2, 3,s:   5,224,889 msg/sec
                   AtomicQueueB2, 3,i:   4,340,665 msg/sec
                   AtomicQueueB2, 4,s:   4,247,014 msg/sec
                   AtomicQueueB2, 4,i:   3,386,032 msg/sec
                   AtomicQueueB2, 5,s:   3,421,739 msg/sec
                   AtomicQueueB2, 5,i:   2,809,212 msg/sec
                   AtomicQueueB2, 6,s:   2,946,178 msg/sec
                   AtomicQueueB2, 6,i:   2,387,044 msg/sec
                   AtomicQueueB2, 7,s:   2,459,428 msg/sec
                   AtomicQueueB2, 7,i:   2,072,990 msg/sec
                   AtomicQueueB2, 8,s:   2,164,043 msg/sec
                   AtomicQueueB2, 8,i:   1,810,913 msg/sec
            OptimistAtomicQueue2, 1,s: 210,043,436 msg/sec
            OptimistAtomicQueue2, 1,i: 208,337,673 msg/sec
            OptimistAtomicQueue2, 2,s:  18,896,097 msg/sec
            OptimistAtomicQueue2, 2,i:  15,531,181 msg/sec
            OptimistAtomicQueue2, 3,s:  21,805,634 msg/sec
            OptimistAtomicQueue2, 3,i:  19,177,444 msg/sec
            OptimistAtomicQueue2, 4,s:  31,882,692 msg/sec
            OptimistAtomicQueue2, 4,i:  24,151,159 msg/sec
            OptimistAtomicQueue2, 5,s:  27,313,628 msg/sec
            OptimistAtomicQueue2, 5,i:  25,057,218 msg/sec
            OptimistAtomicQueue2, 6,s:  27,714,324 msg/sec
            OptimistAtomicQueue2, 6,i:  24,171,868 msg/sec
            OptimistAtomicQueue2, 7,s:  26,149,534 msg/sec
            OptimistAtomicQueue2, 7,i:  23,697,523 msg/sec
            OptimistAtomicQueue2, 8,s:  29,454,733 msg/sec
            OptimistAtomicQueue2, 8,i:  22,507,031 msg/sec
           OptimistAtomicQueueB2, 1,s:  70,288,689 msg/sec
           OptimistAtomicQueueB2, 1,i:  69,013,303 msg/sec
           OptimistAtomicQueueB2, 2,s:  19,424,936 msg/sec
           OptimistAtomicQueueB2, 2,i:  15,793,172 msg/sec
           OptimistAtomicQueueB2, 3,s:  22,314,164 msg/sec
           OptimistAtomicQueueB2, 3,i:  20,645,805 msg/sec
           OptimistAtomicQueueB2, 4,s:  31,643,787 msg/sec
           OptimistAtomicQueueB2, 4,i:  24,508,602 msg/sec
           OptimistAtomicQueueB2, 5,s:  26,831,303 msg/sec
           OptimistAtomicQueueB2, 5,i:  24,531,316 msg/sec
           OptimistAtomicQueueB2, 6,s:  27,415,748 msg/sec
           OptimistAtomicQueueB2, 6,i:  23,930,597 msg/sec
           OptimistAtomicQueueB2, 7,s:  29,422,344 msg/sec
           OptimistAtomicQueueB2, 7,i:  23,182,662 msg/sec
           OptimistAtomicQueueB2, 8,s:  25,826,926 msg/sec
           OptimistAtomicQueueB2, 8,i:  22,221,056 msg/sec

---- Running ping-pong benchmarks (lower is better) ----
     boost::lockfree::spsc_queue: 0.000000109 sec/round-trip
          boost::lockfree::queue: 0.000000205 sec/round-trip
                  TicketSpinlock: 0.000000206 sec/round-trip
   moodycamel::ReaderWriterQueue: 0.000000094 sec/round-trip
     moodycamel::ConcurrentQueue: 0.000000133 sec/round-trip
                pthread_spinlock: 0.000000213 sec/round-trip
                      std::mutex: 0.000000600 sec/round-trip
                 tbb::spin_mutex: 0.000000201 sec/round-trip
   tbb::concurrent_bounded_queue: 0.000000192 sec/round-trip
     xenium::michael_scott_queue: 0.000000286 sec/round-trip
         xenium::ramalhete_queue: 0.000000145 sec/round-trip
    xenium::vyukov_bounded_queue: 0.000000132 sec/round-trip
                     AtomicQueue: 0.000000092 sec/round-trip
                    AtomicQueueB: 0.000000096 sec/round-trip
             OptimistAtomicQueue: 0.000000071 sec/round-trip
            OptimistAtomicQueueB: 0.000000074 sec/round-trip
                    AtomicQueue2: 0.000000097 sec/round-trip
                   AtomicQueueB2: 0.000000100 sec/round-trip
            OptimistAtomicQueue2: 0.000000082 sec/round-trip
           OptimistAtomicQueueB2: 0.000000080 sec/round-trip

[64] 187m:30s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  90,822,891 msg/sec
     boost::lockfree::spsc_queue, 1,i:  83,913,032 msg/sec
          boost::lockfree::queue, 1,s:   9,355,396 msg/sec
          boost::lockfree::queue, 1,i:   9,356,991 msg/sec
          boost::lockfree::queue, 2,s:   3,397,631 msg/sec
          boost::lockfree::queue, 2,i:   3,403,673 msg/sec
          boost::lockfree::queue, 3,s:   2,963,137 msg/sec
          boost::lockfree::queue, 3,i:   3,005,314 msg/sec
          boost::lockfree::queue, 4,s:   2,295,292 msg/sec
          boost::lockfree::queue, 4,i:   2,323,860 msg/sec
          boost::lockfree::queue, 5,s:   1,925,723 msg/sec
          boost::lockfree::queue, 5,i:   1,941,891 msg/sec
          boost::lockfree::queue, 6,s:   1,314,677 msg/sec
          boost::lockfree::queue, 6,i:   1,417,134 msg/sec
          boost::lockfree::queue, 7,s:   1,100,039 msg/sec
          boost::lockfree::queue, 7,i:   1,199,915 msg/sec
          boost::lockfree::queue, 8,s:     905,141 msg/sec
          boost::lockfree::queue, 8,i:   1,053,496 msg/sec
                  TicketSpinlock, 1,s:   7,982,592 msg/sec
                  TicketSpinlock, 1,i:   7,997,346 msg/sec
                  TicketSpinlock, 2,s:   3,171,490 msg/sec
                  TicketSpinlock, 2,i:   3,270,599 msg/sec
                  TicketSpinlock, 3,s:   2,679,449 msg/sec
                  TicketSpinlock, 3,i:   2,640,291 msg/sec
                  TicketSpinlock, 4,s:   2,178,949 msg/sec
                  TicketSpinlock, 4,i:   2,223,030 msg/sec
                  TicketSpinlock, 5,s:   1,849,495 msg/sec
                  TicketSpinlock, 5,i:   1,867,149 msg/sec
                  TicketSpinlock, 6,s:   1,642,825 msg/sec
                  TicketSpinlock, 6,i:   1,648,967 msg/sec
                  TicketSpinlock, 7,s:   1,412,700 msg/sec
                  TicketSpinlock, 7,i:   1,424,851 msg/sec
                  TicketSpinlock, 8,s:   1,257,454 msg/sec
                  TicketSpinlock, 8,i:   1,264,425 msg/sec
   moodycamel::ReaderWriterQueue, 1,s: 290,726,409 msg/sec
   moodycamel::ReaderWriterQueue, 1,i: 300,432,021 msg/sec
     moodycamel::ConcurrentQueue, 1,s:  15,567,657 msg/sec
     moodycamel::ConcurrentQueue, 1,i:  15,645,157 msg/sec
     moodycamel::ConcurrentQueue, 2,s:   7,793,698 msg/sec
     moodycamel::ConcurrentQueue, 2,i:   8,954,079 msg/sec
     moodycamel::ConcurrentQueue, 3,s:   7,560,784 msg/sec
     moodycamel::ConcurrentQueue, 3,i:   8,808,088 msg/sec
     moodycamel::ConcurrentQueue, 4,s:   7,169,613 msg/sec
     moodycamel::ConcurrentQueue, 4,i:   9,304,851 msg/sec
     moodycamel::ConcurrentQueue, 5,s:   7,867,928 msg/sec
     moodycamel::ConcurrentQueue, 5,i:  13,844,885 msg/sec
     moodycamel::ConcurrentQueue, 6,s:   7,555,936 msg/sec
     moodycamel::ConcurrentQueue, 6,i:  16,915,998 msg/sec
     moodycamel::ConcurrentQueue, 7,s:   8,181,340 msg/sec
     moodycamel::ConcurrentQueue, 7,i:   9,688,799 msg/sec
     moodycamel::ConcurrentQueue, 8,s:   8,096,254 msg/sec
     moodycamel::ConcurrentQueue, 8,i:  17,361,183 msg/sec
                pthread_spinlock, 1,s:  19,086,388 msg/sec
                pthread_spinlock, 1,i:  19,290,093 msg/sec
                pthread_spinlock, 2,s:   5,507,756 msg/sec
                pthread_spinlock, 2,i:   5,851,369 msg/sec
                pthread_spinlock, 3,s:   4,772,967 msg/sec
                pthread_spinlock, 3,i:   4,417,991 msg/sec
                pthread_spinlock, 4,s:   4,012,810 msg/sec
                pthread_spinlock, 4,i:   3,638,612 msg/sec
                pthread_spinlock, 5,s:   2,606,723 msg/sec
                pthread_spinlock, 5,i:   2,839,456 msg/sec
                pthread_spinlock, 6,s:   1,490,097 msg/sec
                pthread_spinlock, 6,i:   2,905,431 msg/sec
                pthread_spinlock, 7,s:   1,737,644 msg/sec
                pthread_spinlock, 7,i:   2,773,416 msg/sec
                pthread_spinlock, 8,s:   1,150,635 msg/sec
                pthread_spinlock, 8,i:   2,331,128 msg/sec
                      std::mutex, 1,s:   7,388,990 msg/sec
                      std::mutex, 1,i:   7,342,871 msg/sec
                      std::mutex, 2,s:   4,358,922 msg/sec
                      std::mutex, 2,i:   4,360,031 msg/sec
                      std::mutex, 3,s:   2,495,700 msg/sec
                      std::mutex, 3,i:   2,501,656 msg/sec
                      std::mutex, 4,s:   2,351,665 msg/sec
                      std::mutex, 4,i:   2,361,067 msg/sec
                      std::mutex, 5,s:   2,278,344 msg/sec
                      std::mutex, 5,i:   2,232,023 msg/sec
                      std::mutex, 6,s:   2,116,635 msg/sec
                      std::mutex, 6,i:   2,131,617 msg/sec
                      std::mutex, 7,s:   1,995,100 msg/sec
                      std::mutex, 7,i:   2,010,069 msg/sec
                      std::mutex, 8,s:   1,963,245 msg/sec
                      std::mutex, 8,i:   1,897,398 msg/sec
                 tbb::spin_mutex, 1,s:  40,056,912 msg/sec
                 tbb::spin_mutex, 1,i:  41,230,550 msg/sec
                 tbb::spin_mutex, 2,s:  10,120,453 msg/sec
                 tbb::spin_mutex, 2,i:   9,418,783 msg/sec
                 tbb::spin_mutex, 3,s:   5,796,952 msg/sec
                 tbb::spin_mutex, 3,i:   5,583,230 msg/sec
                 tbb::spin_mutex, 4,s:   3,931,140 msg/sec
                 tbb::spin_mutex, 4,i:   3,850,597 msg/sec
                 tbb::spin_mutex, 5,s:   3,177,476 msg/sec
                 tbb::spin_mutex, 5,i:   2,989,990 msg/sec
                 tbb::spin_mutex, 6,s:   2,577,295 msg/sec
                 tbb::spin_mutex, 6,i:   2,555,068 msg/sec
                 tbb::spin_mutex, 7,s:   2,040,111 msg/sec
                 tbb::spin_mutex, 7,i:   2,140,360 msg/sec
                 tbb::spin_mutex, 8,s:   1,574,059 msg/sec
                 tbb::spin_mutex, 8,i:   1,753,900 msg/sec
   tbb::concurrent_bounded_queue, 1,s:  13,102,086 msg/sec
   tbb::concurrent_bounded_queue, 1,i:  13,132,752 msg/sec
   tbb::concurrent_bounded_queue, 2,s:   6,043,628 msg/sec
   tbb::concurrent_bounded_queue, 2,i:   6,530,579 msg/sec
   tbb::concurrent_bounded_queue, 3,s:   4,817,917 msg/sec
   tbb::concurrent_bounded_queue, 3,i:   4,575,821 msg/sec
   tbb::concurrent_bounded_queue, 4,s:   4,003,251 msg/sec
   tbb::concurrent_bounded_queue, 4,i:   3,392,568 msg/sec
   tbb::concurrent_bounded_queue, 5,s:   3,468,561 msg/sec
   tbb::concurrent_bounded_queue, 5,i:   2,861,511 msg/sec
   tbb::concurrent_bounded_queue, 6,s:   2,876,247 msg/sec
   tbb::concurrent_bounded_queue, 6,i:   2,369,800 msg/sec
   tbb::concurrent_bounded_queue, 7,s:   2,546,275 msg/sec
   tbb::concurrent_bounded_queue, 7,i:   2,047,337 msg/sec
   tbb::concurrent_bounded_queue, 8,s:   2,102,865 msg/sec
   tbb::concurrent_bounded_queue, 8,i:   1,771,769 msg/sec
     xenium::michael_scott_queue, 1,s:  10,039,521 msg/sec
     xenium::michael_scott_queue, 1,i:   9,703,121 msg/sec
     xenium::michael_scott_queue, 2,s:   6,535,170 msg/sec
     xenium::michael_scott_queue, 2,i:   4,954,839 msg/sec
